ags,name,verwaltungsform,bev_30_06,schulden_gesamt_eur,kredite_eur,kassenkredite_eur
08425600,Hüttisheim,52,1524,1599250,-,-
08425601,Illerkirchberg,52,4967,4006273,-,-
08425601,Schnürpflingen,52,1420,853323,853323,-
08425601,Staig,52,3288,2671769,2671769,-
08425700,"Laichingen, Stadt",52,12294,51134,-,-
08425700,Merklingen,52,2033,3670780,-,-
08425700,Nellingen,52,2031,2540000,-,-
08425701,Heroldstatt,52,2908,-,-,-
08425701,Westerheim,52,3071,285047,-,-
08425800,Altheim (Alb),52,1676,2197500,-,-
08425800,Asselfingen,52,1028,-,-,-
08425800,Ballendorf,52,696,-,-,-
08425800,Bernstadt,52,2272,3095000,-,-
08425800,Breitingen,52,354,75625,-,-
08425800,Börslingen,52,184,57000,57000,-
08425800,Holzkirch,52,269,70000,70000,-
08425800,"Langenau, Stadt",52,15199,3506811,3506811,-
08425800,Neenstetten,52,827,-,-,-
08425800,Nerenstetten,52,366,202500,202500,-
08425800,Rammingen,52,1281,-,-,-
08425800,"Schelklingen, Stadt",41,6605,1085477,-,-
08425800,Öllingen,52,545,240000,-,-
08425801,Setzingen,52,749,850000,-,-
08425801,Weidenstetten,52,1393,-,-,-
08425900,Amstetten,52,4144,2790741,2790741,-
08425900,"Erbach, Stadt",41,14071,5100000,5100000,-
08425900,Lonsee,52,5100,1229961,-,-
08426010,"Biberach, Landkreisverwaltung",32,205907,-,-,-
08426100,Alleshausen,52,538,920000,920000,-
08426100,Allmannsweiler,52,325,-,-,-
08426100,"Bad Buchau, Stadt",52,4640,-,-,-
08426100,Betzenweiler,52,746,-,-,-
08426100,Dürnau,52,465,-,-,-
08426100,Kanzach,52,506,-,-,-
08426100,Moosburg,52,233,280003,73125,206878
08426100,Oggelshausen,52,931,-,-,-
08426101,Seekirch,52,296,400000,400000,-
08426101,Tiefenbach,52,545,40000,-,-
08426200,"Bad Schussenried, Stadt",51,8847,8391691,-,-
08426200,Ingoldingen,50,3129,3145000,-,-
08426300,Attenweiler,50,1890,662302,662302,-
08426300,"Biberach an der Riß, Stadt",51,34234,-,-,-
08426300,Eberhardzell,50,4526,-,-,-
08426300,Hochdorf,50,2373,2508355,-,-
08426300,Maselheim,50,4728,640463,640463,-
08426300,Mittelbiberach,50,4433,-,-,-
08426301,Ummendorf,50,4461,40566,40566,-
08426301,Warthausen,50,5226,2601948,2601948,-
08426400,Berkheim,52,3197,515780,515780,-
08426400,Dettingen an der Iller,52,2739,-,-,-
08426400,Erolzheim,52,3329,1838606,1838606,-
08426400,Kirchberg an der Iller,52,2185,1890233,-,-
08426400,Kirchdorf an der Iller,52,4052,-,-,-
08426400,Schemmerhofen,41,8703,744970,-,-
08426500,Achstetten,50,5010,270000,270000,-
08426500,Burgrieden,50,4234,24000,-,-
08426500,"Laupheim, Stadt",51,22907,2136459,2136459,-
08426500,Mietingen,50,4652,1354862,-,-
08426600,Erlenmoos,50,1811,2114692,2114692,-
08426600,"Ochsenhausen, Stadt",51,9306,1078674,1078674,-
08426601,Gutenzell-Hürbel,50,1830,1276335,1276335,-
08426601,Steinhausen an der Rottum,50,2159,-,-,-
08426700,Altheim,50,2137,30263,-,-
08426700,Dürmentingen,50,2647,4096260,4096260,-
08426700,Ertingen,50,5391,197250,197250,-
08426700,Langenenslingen,50,3667,1022305,-,-
08426700,"Riedlingen, Stadt",51,11012,2848472,-,-
08426701,Unlingen,50,2405,-,-,-
08426701,Uttenweiler,50,3728,1157513,-,-
08426801,Rot an der Rot,52,4563,1556700,1556700,-
08426801,Tannheim,52,2490,-,-,-
08426901,Schwendi,51,7007,3457221,3268603,188618
08426901,Wain,50,1674,-,-,-
08435010,"Bodenseekreis, Landkreisverwaltung",32,220725,15277572,15277572,-
08435100,Eriskirch,52,4801,2314488,-,-
08435100,Kressbronn am Bodensee,52,8829,1070330,1070330,-
08435100,Langenargen,52,7662,-,-,-
08435200,"Friedrichshafen, Stadt",51,62590,20372560,20372560,-
08435200,Immenstaad am Bodensee,50,6521,201875,-,-
08435300,Bermatingen,52,4156,1793032,1793032,-
08435300,Deggenhausertal,52,4390,1350367,1350367,-
08435300,"Markdorf, Stadt",52,14332,3639342,3639342,-
08435300,Oberteuringen,52,4985,5882138,-,-
08435400,Daisendorf,52,1520,75141,-,-
08435400,Hagnau am Bodensee,52,1445,88255,-,-
08435400,"Meersburg, Stadt",52,5999,-,-,-
08435400,Stetten,52,993,592416,592416,-
08435400,Uhldingen-Mühlhofen,52,8320,920440,920440,-
08435500,Frickingen,52,3038,963100,-,-
08435500,Heiligenberg,52,2892,925223,-,-
08435500,Meckenbeuren,41,13806,9805374,9705856,-
08435500,Salem,52,12148,-,-,-
08435600,Neukirch,50,2707,2679997,-,-
08435600,"Tettnang, Stadt",51,20094,17759179,17759179,-
08435700,Owingen,50,4488,161117,73500,-
08435700,Sipplingen,50,2141,13500,-,-
08435700,"Überlingen, Stadt",51,22868,8018573,-,-
08436000,"Bad Wurzach, Stadt",41,15032,2852553,-,-
08436010,"Ravensburg, Landkreisverwaltung",32,288979,76828402,-,49690571
08436100,Altshausen,52,4015,-,-,-
08436100,Boms,52,753,218951,218951,-
08436100,Ebenweiler,52,1338,3358744,2858744,-
08436100,Ebersbach-Musbach,52,1718,1207698,1207698,-
08436100,Eichstegen,52,541,-,-,-
08436100,Fleischwangen,52,677,3463644,2253644,1210000
08436100,Guggenhausen,52,187,200000,200000,-
08436100,Hoßkirch,52,705,1286916,-,-
08436100,Königseggwald,52,695,898744,-,-
08436100,Riedhausen,52,801,690000,-,-
08436100,Unterwaldhausen,52,285,-,-,-
08436200,"Bad Waldsee, Stadt",51,20644,2100000,-,-
08436200,Bergatreute,50,3195,8016857,-,-
08436200,Kißlegg,41,9272,1840947,-,-
08436300,Bodnegg,52,3167,1783808,1783808,-
08436300,Grünkraut,52,3129,3450000,3450000,-
08436300,Schlier,52,4022,7913270,7913270,-
08436300,Waldburg,52,3279,2448202,2448202,-
08436400,Aichstetten,50,2866,100000,-,-
08436400,Aitrach,50,2975,1098895,-,-
08436400,Argenbühl,41,6672,-,-,-
08436400,"Leutkirch im Allgäu, Stadt",51,23801,952907,952907,-
08436500,Baienfurt,50,7296,-,-,-
08436500,Baindt,50,5277,2939069,-,-
08436500,Berg,50,4447,47251,47251,-
08436500,"Ravensburg, Stadt",52,50273,15912195,15912195,-
08436500,"Weingarten, Stadt",52,24690,12530850,12530850,-
08436600,Vogt,51,4682,773172,773172,-
08436600,Wolfegg,50,3889,3912973,3912973,-
08436700,Achberg,50,1740,-,-,-
08436700,Amtzell,50,4229,700742,-,-
08436700,"Wangen im Allgäu, Stadt",51,27816,21542843,11000,-
08436800,"Aulendorf, Stadt",41,10284,20052826,20052826,-
08436800,Horgenzell,50,5858,1773533,-,-
08436800,Wilhelmsdorf,51,4742,5583522,5583522,-
08436900,Fronreute,52,4928,6895016,-,487446
08436900,"Isny im Allgäu, Stadt",41,14994,29539891,-,-
08436900,Wolpertswende,52,4065,7169420,-,-
08437010,"Sigmaringen, Landkreisverwaltung",32,133234,110000,110000,-
08437100,"Gammertingen, Stadt",52,6242,3900784,3900784,-
08437100,"Hettingen, Stadt",52,1792,-,-,-
08437100,Neufra,52,1893,479677,-,-
08437101,"Veringenstadt, Stadt",52,2141,1727839,1727839,-
08437200,Hohentengen,52,4305,91146,91146,-
08437200,"Mengen, Stadt",52,10109,3820747,-,-
08437201,"Scheer, Stadt",52,2530,1933105,-,-
08437300,Leibertingen,50,2201,3880859,-,-
08437300,"Meßkirch, Stadt",51,8656,6621795,6621795,-
08437301,Sauldorf,50,2561,465000,465000,-
08437400,Illmensee,50,2056,1877587,751204,-
08437400,"Pfullendorf, Stadt",51,13331,4591623,-,-
08437401,Herdwangen-Schönach,50,3357,-,-,-
08437401,Wald,50,2717,1050119,-,-
08437500,Herbertingen,50,4786,817207,817207,-
08437501,"Bad Saulgau, Stadt",51,18034,-,-,-
08437600,Beuron,52,663,378903,-,-
08437600,Bingen,52,2710,622765,622765,-
08437600,Inzigkofen,52,2985,1870071,1870071,-
08437600,Krauchenwies,52,4994,700000,-,-
08437600,Ostrach,41,6981,414720,-,-
08437601,"Sigmaringen, Stadt",52,17993,2844740,2844740,-
08437601,Sigmaringendorf,52,3781,1788628,1736665,51963
08437701,Schwenningen,50,1645,-,-,-
08437701,Stetten am kalten Markt,51,4771,502960,502960,-
08500000,Kommunalverband für Jugend und Soziales Baden-Württemberg,22,11201296,-,-,-
09101000,"Oberbayern, Bezirksverwaltung",.,4708270,132053,-,-
09161000,Ingolstadt,30,139123,-,-,-
09162000,"München, Landeshauptstadt",30,1480941,3997856395,3838882402,-
09163000,Rosenheim,30,63985,56537262,-,7000000
09171010,"Altötting, Landkreisverwaltung",32,112616,54746000,-,-
09171100,"Altötting, St",41,12983,27726471,27726471,-
09171100,"Emmerting, Verwaltungsgemeinschaftsverwaltung",55,6524,-,-,-
09171100,Teising,41,1704,-,-,-
09171101,Emmerting,50,4198,3810585,3809754,-
09171101,Mehring,50,2326,1057981,1057981,-
09171200,"Burghausen, St",41,19396,11300472,-,-
09171200,"Kirchweidach, Verwaltungsgemeinschaftsverwaltung",55,6256,-,-,-
09171200,"Töging a.Inn, St",41,9402,8742685,8742685,-
09171201,Feichten a.d.Alz,50,1305,2538529,2538529,-
09171201,Halsbach,50,1054,2018072,-,-
09171201,Kirchweidach,50,2831,8711172,8711172,-
09171201,Tyrlaching,50,1066,1807800,-,-
09171300,Burgkirchen a.d.Alz,41,10764,18038860,18038860,-
09171300,"Marktl, Verwaltungsgemeinschaftsverwaltung",55,3771,-,-,-
09171300,"Tüßling, M",41,3277,438095,-,-
09171301,"Marktl, M",50,2774,4408579,4408579,-
09171301,Stammham,50,997,41850,41850,-
09171400,"Reischach, Verwaltungsgemeinschaftsverwaltung",55,5105,-,-,-
09171401,Erlbach,50,1175,1641500,-,-
09171401,Perach,50,1297,998436,998436,-
09171401,Reischach,50,2633,2271624,-,-
09171500,"Neuötting, St",41,8959,11542639,-,-
09171600,"Unterneukirchen, Verwaltungsgemeinschaftsverwaltung",55,6207,-,-,-
09171601,Kastl,50,2816,-,-,-
09171601,Unterneukirchen,50,3391,4380000,4380000,-
09171700,Garching a.d.Alz,41,8485,1908121,-,-
09171700,Pleiskirchen,41,2467,427761,-,-
09171700,Winhöring,41,4766,4558109,-,-
09171800,Haiming,41,2550,-,-,-
09172000,Saaldorf-Surheim,41,5539,2810928,-,-
09172010,"Berchtesgadener Land, Landkreisverwaltung",32,104922,2433520,2433520,-
09172100,Ainring,41,9709,-,-,-
09172100,Schneizlreuth,41,1396,291666,291666,-
09172200,Anger,41,4264,-,-,-
09172200,"Laufen, St",41,7135,5936414,-,-
09172200,Schönau a.Königssee,41,5415,934499,-,-
09172400,"Bad Reichenhall, GKSt",37,18353,15916056,1111747,-
09172400,"Marktschellenberg, M",41,1702,4451169,-,451813
09172400,"Teisendorf, M",41,9310,6245453,6245453,-
09172500,Bayerisch Gmain,41,3000,26450,26450,-
09172600,"Berchtesgaden, M",41,7680,17096514,-,-
09172700,Bischofswiesen,41,7049,23615734,-,-
09172800,"Freilassing, St",41,17330,18889504,18866713,-
09172800,Piding,41,5334,2889307,2889307,-
09172900,Ramsau b.Berchtesgaden,41,1706,6397358,-,173151
09173000,Egling,41,5308,1015050,1015050,-
09173000,Icking,41,3711,1129211,-,-
09173010,"Bad Tölz-Wolfratshausen, Landkreisverwaltung",32,129496,28704932,28704932,-
09173100,Bad Heilbrunn,41,3871,2082368,-,-
09173100,Jachenau,41,841,1408516,1408516,-
09173200,"Bad Tölz, St",41,19542,9314170,9281865,-
09173300,Eurasburg,41,4286,-,-,-
09173400,Gaißach,41,3143,1875000,-,-
09173400,Königsdorf,41,3108,4100000,-,-
09173500,Lenggries,41,10061,8181203,6691658,-
09173500,Wackersberg,41,3647,1166664,1166664,-
09173600,"Geretsried, St",41,26096,7699346,-,-
09173700,"Benediktbeuern, Verwaltungsgemeinschaftsverwaltung",55,6025,-,-,-
09173700,Münsing,41,4324,3633109,-,1543636
09173700,"Wolfratshausen, St",41,19298,3663689,-,-
09173701,Benediktbeuern,50,3729,3411813,3411813,-
09173701,Bichl,50,2296,314072,-,-
09173800,Dietramszell,41,5558,823703,-,-
09173800,"Kochel a.See, Verwaltungsgemeinschaftsverwaltung",55,5462,-,-,-
09173801,Kochel a.See,50,4101,3212870,-,-
09173801,Schlehdorf,50,1361,906899,906899,-
09173900,"Reichersbeuern, Verwaltungsgemeinschaftsverwaltung",55,5215,-,-,-
09173901,Greiling,50,1480,-,-,-
09173901,Reichersbeuern,50,2399,605000,-,-
09173901,Sachsenkam,50,1336,986669,-,-
09174000,Vierkirchen,41,4586,5397760,-,-
09174010,"Dachau, Landkreisverwaltung",32,151764,27155381,27155381,-
09174100,"Altomünster, M",41,7725,13076086,13076086,-
09174100,Haimhausen,41,5684,15449490,-,2000000
09174100,"Markt Indersdorf, M",41,10032,5384555,-,-
09174100,Röhrmoos,41,6426,2435407,2435407,-
09174100,Weichs,41,3538,6557249,-,-
09174200,Hebertshausen,41,6007,6551822,6551822,-
09174300,Bergkirchen,41,7435,3987770,-,-
09174300,Schwabhausen,41,6293,3302535,-,-
09174500,"Dachau, GKSt",37,46217,31577,31577,-
09174500,Odelzhausen,41,5527,192500,192500,-
09174600,Karlsfeld,41,21313,26924231,-,4000000
09174600,Petershausen,41,6282,31714010,-,-
09174600,Sulzemoos,41,2862,-,-,-
09174700,Hilgertshausen-Tandern,41,3345,5497800,-,-
09174700,Pfaffenhofen a.d.Glonn,41,2260,8386715,1200000,-
09174800,Erdweg,41,6232,9420699,-,-
09175010,"Ebersberg, Landkreisverwaltung",32,142905,66073335,-,23500000
09175100,Anzing,41,4358,1114695,1114695,-
09175200,"Aßling, Verwaltungsgemeinschaftsverwaltung",55,7527,-,-,-
09175200,"Grafing b.München, St",41,13885,16005144,16005144,-
09175200,Vaterstetten,41,24316,23597795,-,-
09175201,Aßling,50,4518,14091139,-,-
09175201,Emmering,50,1446,3402073,-,-
09175201,Frauenneuharting,50,1563,3144957,2749043,-
09175300,Hohenlinden,41,3327,4039280,-,-
09175300,Pliening,41,5820,302645,302645,-
09175400,"Glonn, Verwaltungsgemeinschaftsverwaltung",55,14023,-,-,-
09175400,"Kirchseeon, M",41,10321,4822637,4822637,-
09175401,Baiern,50,1491,-,-,-
09175401,Bruck,50,1328,-,-,-
09175401,Egmating,50,2279,1470953,-,-
09175401,"Glonn, M",50,5022,1765259,-,-
09175401,Moosach,50,1441,1868124,1868124,-
09175401,Oberpframmern,50,2462,101051,-,-
09175500,"Ebersberg, St",41,12311,26720572,-,-
09175500,Poing,41,16437,20749221,20749221,-
09175700,"Markt Schwaben, M",41,13616,47690594,47690594,-
09175700,Steinhöring,41,3832,1969331,1969331,-
09175800,Forstinning,41,3793,-,-,-
09175900,Zorneding,41,9339,-,-,-
09176000,Denkendorf,41,4932,-,-,-
09176010,"Eichstätt, Landkreisverwaltung",32,134894,662750,-,-
09176100,"Dollnstein, M",41,2920,780000,-,-
09176100,Hepberg,41,2949,9431272,-,-
09176100,Stammham,41,4105,2112932,2112932,-
09176200,"Altmannstein, M",41,7140,3340217,-,-
09176200,Hitzhofen,41,3010,2945946,2945946,-
09176300,"Eichstätt, GKSt",37,13875,6833011,-,-
09176300,Lenting,41,4895,2822013,2822013,-
09176400,"Beilngries, St",41,10085,13648986,22750,-
09176400,"Titting, M",41,2728,5233800,5233800,-
09176500,"Eichstätt, Verwaltungsgemeinschaftsverwaltung",55,8683,-,-,-
09176501,Pollenfeld,50,3060,-,-,-
09176501,Schernfeld,50,3277,2224498,-,-
09176501,Walting,50,2346,1564519,1564519,-
09176600,"Eitensheim, Verwaltungsgemeinschaftsverwaltung",55,4751,-,-,-
09176600,"Gaimersheim, M",41,12441,661618,661618,-
09176600,"Wellheim, M",41,2812,2463619,2459000,-
09176601,Böhmfeld,50,1746,-,-,-
09176601,Eitensheim,50,3005,-,-,-
09176700,"Kinding, M",41,2548,1247600,1247600,-
09176700,Wettstetten,41,5011,1317170,-,-
09176800,Buxheim,41,3732,-,-,-
09176800,"Kipfenberg, M",41,5815,7608900,3500,-
09176800,"Mörnsheim, M",41,1573,788552,-,-
09176800,"Nassenfels, Verwaltungsgemeinschaftsverwaltung",55,6577,-,-,-
09176801,Adelschlag,50,3011,3369999,-,-
09176801,Egweil,50,1238,-,-,-
09176801,"Nassenfels, M",50,2328,640000,-,-
09176900,Großmehring,41,7412,5514450,5514450,-
09176900,"Kösching, M",41,9682,10341433,10341433,-
09176900,"Pförring, Verwaltungsgemeinschaftsverwaltung",55,7218,-,-,-
09176901,Mindelstetten,50,1793,-,-,-
09176901,Oberdolling,50,1343,328510,328510,-
09176901,"Pförring, M",50,4082,-,-,-
09177000,Fraunberg,41,3871,3075529,-,-
09177000,Moosinning,41,6066,9386706,9386706,-
09177000,"Pastetten, Verwaltungsgemeinschaftsverwaltung",55,4523,-,-,-
09177001,Buch a.Buchrain,50,1641,5023570,-,-
09177001,Pastetten,50,2882,-,-,-
09177010,"Erding, Landkreisverwaltung",32,139227,4804849,3000000,-
09177100,"Hörlkofen, Verwaltungsgemeinschaftsverwaltung",55,6491,-,-,-
09177101,Walpertskirchen,50,2140,3524456,-,-
09177101,Wörth,50,4351,982540,-,-
09177300,Bockhorn,41,4031,-,-,-
09177300,"Isen, M",41,5598,14451617,-,-
09177300,"Oberding, Verwaltungsgemeinschaftsverwaltung",55,9295,-,-,-
09177301,Eitting,50,3011,-,-,-
09177301,Oberding,50,6284,-,-,-
09177400,"Oberneuching, Verwaltungsgemeinschaftsverwaltung",55,4635,-,-,-
09177401,Neuching,50,2731,5457409,5457409,-
09177401,Ottenhofen,50,1904,3134235,3134235,-
09177500,"Dorfen, St",41,14727,10372486,-,-
09177500,"Steinkirchen, Verwaltungsgemeinschaftsverwaltung",55,5622,-,-,-
09177501,Hohenpolding,50,1608,828992,828992,-
09177501,Inning a.Holz,50,1568,196940,196940,-
09177501,Kirchberg,50,1141,2159915,-,-
09177501,Steinkirchen,50,1305,1371005,-,-
09177600,"Wartenberg, Verwaltungsgemeinschaftsverwaltung",55,11450,-,-,-
09177601,Berglern,50,2993,1665206,-,-
09177601,Langenpreising,50,2890,5334360,-,-
09177601,"Wartenberg, M",50,5567,8520229,8520229,-
09177700,"Erding, GKSt",37,36671,5415111,-,-
09177700,Lengdorf,41,2685,7390488,-,-
09177700,Sankt Wolfgang,41,4502,1946258,-,-
09177800,Finsing,41,4744,4402754,4402754,-
09177900,Forstern,41,3711,9108387,-,-
09177900,Taufkirchen (Vils),41,10605,22523500,22523500,-
09178000,Eching,41,14431,4251188,-,-
09178000,Hallbergmoos,41,11638,-,-,-
09178000,Marzling,41,3298,6209785,-,-
09178000,"Zolling, Verwaltungsgemeinschaftsverwaltung",55,13014,-,-,-
09178001,Attenkirchen,50,2683,2868709,2868709,-
09178001,Haag a.d.Amper,50,2787,-,-,-
09178001,Wolfersdorf,50,2582,4155882,4155882,-
09178001,Zolling,50,4962,-,-,-
09178010,"Freising, Landkreisverwaltung",32,182531,4994371,-,-
09178200,Rudelzhausen,41,3509,660666,-,-
09178300,Fahrenzhausen,41,5086,-,-,-
09178300,Hohenkammer,41,2714,-,-,-
09178300,"Moosburg a.d.Isar, St",41,19859,13067204,-,-
09178400,"Freising, GKSt",37,48215,94272852,-,-
09178400,"Nandlstadt, M",41,5586,3241025,3241025,-
09178500,Neufahrn b.Freising,41,20845,11612832,-,-
09178600,"Au i.d.Hallertau, M",41,6319,578006,-,-
09178600,Kirchdorf a.d.Amper,41,3262,-,-,-
09178700,"Allershausen, Verwaltungsgemeinschaftsverwaltung",55,7368,-,-,-
09178700,Kranzberg,41,4189,3870190,-,-
09178701,Allershausen,50,5799,-,-,-
09178701,Paunzhausen,50,1569,-,-,-
09178800,Langenbach,41,3997,4104081,-,-
09178900,"Mauern, Verwaltungsgemeinschaftsverwaltung",55,9201,-,-,-
09178901,Gammelsdorf,50,1556,2159402,2159402,-
09178901,Hörgertshausen,50,2014,-,-,-
09178901,Mauern,50,3084,4740721,-,-
09178901,Wang,50,2547,1910549,1910549,-
09179010,"Fürstenfeldbruck, Landkreisverwaltung",32,216317,98126400,98126400,-
09179100,"Fürstenfeldbruck, GKSt",37,36779,23277582,-,-
09179100,"Mammendorf, Verwaltungsgemeinschaftsverwaltung",55,16824,-,-,-
09179101,Adelshofen,50,1866,2015000,2015000,-
09179101,Althegnenberg,50,2080,-,-,-
09179101,Hattenhofen,50,1510,2559942,2559942,-
09179101,Jesenwang,50,1633,854998,-,-
09179101,Landsberied,50,1595,275000,-,-
09179101,Mammendorf,50,4846,11695421,-,-
09179101,Mittelstetten,50,1647,-,-,-
09179101,Oberschweinbach,50,1647,1483154,1483154,-
09179200,"Grafrath, Verwaltungsgemeinschaftsverwaltung",55,7339,-,-,-
09179200,"Olching, St",41,27393,24770300,-,-
09179201,Grafrath,50,3842,907881,907881,-
09179201,Kottgeisering,50,1577,-,-,-
09179201,Schöngeising,50,1920,660000,-,-
09179300,Alling,41,4112,3967000,-,-
09179300,"Germering, GKSt",37,40368,28673874,28673874,-
09179400,Maisach,41,13860,35791,-,-
09179500,"Puchheim, St",41,20988,730499,-,-
09179600,Gröbenzell,41,19170,13539660,-,-
09179700,Egenhofen,41,3481,-,-,-
09179800,Eichenau,41,11663,9815366,40904,-
09179800,Moorenweis,41,4068,266666,266666,-
09179900,Emmering,41,6681,-,-,-
09179900,Türkenfeld,41,3591,-,-,-
09180010,"Garmisch-Partenkirchen, Landkreisverwaltung",32,89490,25689329,25689329,-
09180200,Bad Kohlgrub,41,2903,1875700,1875700,-
09180200,Krün,41,1994,4059261,-,-
09180300,"Mittenwald, M",41,7375,2769101,2769101,-
09180300,"Saulgrub, Verwaltungsgemeinschaftsverwaltung",55,2953,-,-,-
09180301,Bad Bayersoien,50,1286,716794,716794,-
09180301,Saulgrub,50,1667,-,-,-
09180400,"Murnau a.Staffelsee, M",41,11925,5646536,-,-
09180400,Uffing a.Staffelsee,41,3069,3455508,-,-
09180500,Oberammergau,41,5264,4506527,4506527,-
09180500,"Unterammergau, Verwaltungsgemeinschaftsverwaltung",55,2334,-,-,-
09180501,Ettal,50,697,73664,-,-
09180501,Unterammergau,50,1637,918255,-,-
09180600,Farchant,41,3528,6856113,-,-
09180600,Oberau,41,3149,10301095,-,-
09180600,"Ohlstadt, Verwaltungsgemeinschaftsverwaltung",55,7164,-,-,-
09180600,Wallgau,41,1515,100000,100000,-
09180601,Eschenlohe,50,1554,520000,520000,-
09180601,Großweil,50,1617,3336180,3336180,-
09180601,Ohlstadt,50,3381,211096,211096,-
09180601,Schwaigen,50,612,1400000,-,-
09180700,"Garmisch-Partenkirchen, M",41,28275,17320492,17204174,-
09180700,"Seehausen a.Staffelsee, Verwaltungsgemeinschaftsverwaltung",55,4458,-,-,-
09180701,Riegsee,50,1245,-,-,-
09180701,Seehausen a.Staffelsee,50,2473,-,-,-
09180701,Spatzenhausen,50,740,-,-,-
09180800,Grainau,41,3584,3461477,-,-
09181000,"Landsberg am Lech, GKSt",37,28554,15857105,-,-
09181000,"Prittriching, Verwaltungsgemeinschaftsverwaltung",55,4548,-,-,-
09181001,Prittriching,50,2586,3082101,3082101,-
09181001,Scheuring,50,1962,5620962,-,-
09181010,"Landsberg am Lech, Landkreisverwaltung",32,120406,32023770,31993826,-
09181100,"Pürgen, Verwaltungsgemeinschaftsverwaltung",55,6545,-,-,-
09181101,Hofstetten,50,1859,1447500,-,-
09181101,Pürgen,50,3634,-,-,-
09181101,Schwifting,50,1052,-,-,-
09181200,Geltendorf,41,5758,3517747,3517747,-
09181200,Penzing,41,4111,3105408,-,-
09181200,"Reichling, Verwaltungsgemeinschaftsverwaltung",55,9388,-,-,-
09181201,Apfeldorf,50,1207,5315000,5315000,-
09181201,Kinsau,50,1011,1000000,1000000,-
09181201,Reichling,50,1712,3327464,3327464,-
09181201,Rott,50,1736,968232,-,-
09181201,Thaining,50,1075,2307650,-,-
09181201,Vilgertshofen,50,2647,2503046,-,-
09181300,Denklingen,41,2837,18447490,-,-
09181300,"Schondorf am Ammersee, Verwaltungsgemeinschaftsverwaltung",55,7658,-,-,-
09181301,Eching am Ammersee,50,1662,2230820,-,-
09181301,Greifenberg,50,2176,-,-,-
09181301,Schondorf am Ammersee,50,3820,1805718,-,-
09181400,"Dießen am Ammersee, M",41,10580,-,-,-
09181400,Utting am Ammersee,41,4596,22878272,22878272,-
09181400,"Windach, Verwaltungsgemeinschaftsverwaltung",55,7706,-,-,-
09181401,Eresing,50,2006,1375860,1375860,-
09181401,Finning,50,1905,-,-,-
09181401,Windach,50,3795,2555180,-,-
09181500,Weil,41,3951,6476094,-,-
09181600,Egling a.d.Paar,41,2456,1858000,1858000,-
09181800,"Fuchstal, Verwaltungsgemeinschaftsverwaltung",55,5535,-,-,-
09181800,"Kaufering, M",41,9975,24352375,-,-
09181801,Fuchstal,50,4057,6027479,-,-
09181801,Unterdießen,50,1478,2307445,2307445,-
09181900,"Igling, Verwaltungsgemeinschaftsverwaltung",55,6208,-,-,-
09181901,Hurlach,50,1937,1908000,1908000,-
09181901,Igling,50,2516,5545073,-,-
09181901,Obermeitingen,50,1755,1058820,1058820,-
09182000,"Holzkirchen, M",41,16123,14241775,14241775,-
09182010,"Miesbach, Landkreisverwaltung",32,96510,66104448,64304448,-
09182100,Bad Wiessee,41,4840,15038100,15038100,-
09182100,"Schliersee, M",41,6541,15211503,-,-
09182200,Bayrischzell,41,1534,3499936,-,-
09182200,"Tegernsee, St",41,3647,1353369,-,-
09182300,Irschenberg,41,3156,-,-,-
09182300,Valley,41,3375,-,-,-
09182400,Fischbachau,41,5576,6946542,6946542,-
09182400,Kreuth,41,3395,3283972,-,-
09182400,Waakirchen,41,5438,8782894,-,-
09182500,"Miesbach, St",41,11371,33574560,33574560,-
09182600,Gmund a.Tegernsee,41,5847,5347582,5347582,-
09182600,Warngau,41,3741,629620,-,-
09182700,Otterfing,41,4615,3326920,3326920,-
09182700,Weyarn,41,3778,651188,-,-
09182900,Hausham,41,8047,18541492,18541492,-
09182900,Rottach-Egern,41,5486,3270523,2958237,-
09183000,"Oberbergkirchen, Verwaltungsgemeinschaftsverwaltung",55,4846,-,-,-
09183001,Lohkirchen,50,849,363596,-,-
09183001,Oberbergkirchen,50,1727,318876,318876,-
09183001,Schönberg,50,1105,4706465,3006465,-
09183001,Zangberg,50,1165,1096789,696789,-
09183010,"Mühldorf a.Inn, Landkreisverwaltung",32,120823,40414507,-,-
09183100,"Polling, Verwaltungsgemeinschaftsverwaltung",55,4191,-,-,-
09183101,Oberneukirchen,50,853,-,-,-
09183101,Polling,50,3338,1196870,-,-
09183200,Ampfing,41,7058,7220712,-,-
09183200,"Rohrbach, Verwaltungsgemeinschaftsverwaltung",55,3561,-,-,-
09183201,Erharting,50,950,120000,120000,-
09183201,Niederbergkirchen,50,1177,157500,-,-
09183201,Niedertaufkirchen,50,1434,133326,133326,-
09183300,Aschau a.Inn,41,3290,-,-,-
09183300,"Maitenbeth, Verwaltungsgemeinschaftsverwaltung",55,4081,-,-,-
09183301,Maitenbeth,50,1988,1673329,-,-
09183301,Rechtmehring,50,2093,334294,334294,-
09183400,"Buchbach, M",41,3314,1825064,1825064,-
09183400,Schwindegg,41,3530,7450251,-,-
09183500,"Heldenstein, Verwaltungsgemeinschaftsverwaltung",55,3864,-,-,-
09183500,Obertaufkirchen,41,2642,317984,317984,-
09183501,Heldenstein,50,2797,2699331,2699331,-
09183501,Rattenkirchen,50,1067,539583,-,-
09183600,"Gars a.Inn, Verwaltungsgemeinschaftsverwaltung",55,5764,-,-,-
